NAME,STATEFP,STATE_ABBR,SCOPE,CATEGORY,OWNER_CLASS,ITEM_TYPE,DATASET_NAME,SOURCE_ACCREDITATION,URL,DATA_AGE,DESCRIPTION,APPLICABLE_SYSTEM_TYPES,MIN_SYSTEM_SIZE_MW,MAX_SYSTEM_SIZE_MW,COST,STATUS,EFFECTIVE_DATE,EXPIRY_DATE,TIMEFRAME_DAYS
Marin,06,CA,unknown,permit,,,Marin County — Building permits portal,,https://www.marincounty.org/depts/cd/divisions/building-and-safety,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Mariposa,06,CA,unknown,permit,,,Mariposa County — Building permits portal,,https://www.mariposacounty.org/53/Building,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Mendocino,06,CA,unknown,permit,,,Mendocino County — Building permits portal,,https://www.mendocinocounty.gov/departments/planning-building-services/building,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Merced,06,CA,unknown,permit,,,Merced County — Building permits portal,,https://www.countyofmerced.com/60/Building-Safety-Division,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,active,,,
Modoc,06,CA,unknown,permit,,,Modoc County — Building permits portal,,https://www.co.modoc.ca.us/departments/building_and_safety/index.php,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,pending,,,
Mono,06,CA,unknown,permit,,,Mono County — Building permits portal,,https://monocounty.ca.gov/building,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,75000.0,expired,,,
Monterey,06,CA,unknown,permit,,,Monterey County — Building permits portal,,https://www.co.monterey.ca.us/government/departments-i-z/housing-community-development/building-services,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Napa,06,CA,unknown,permit,,,Napa County — Building permits portal,,https://www.countyofnapa.org/1271/Building-Division,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,active,,,
Placer,06,CA,unknown,permit,,,Placer County — Solar permitting page,,https://www.placer.ca.gov/2443/Solar-Permits,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,active,,,
Plumas,06,CA,unknown,permit,,,Plumas County — Building permits portal,,https://www.plumascounty.us/2703/Building-Services,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,pending,,,
Riverside,06,CA,unknown,permit,,,Riverside County — Solar permitting page,,https://rctlma.org/Building-Safety/Solar-Permitting,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
Sacramento,06,CA,unknown,permit,,,Sacramento County — Solar permitting page,,https://building.saccounty.gov/Pages/Solar-Permits.aspx,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,pending,"January 1, 2026",,
San Benito,06,CA,unknown,permit,,,San Benito County — Building permits portal,,https://www.cosb.us/departments/resource-management-agency/building,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
San Bernardino,06,CA,unknown,permit,,,San Bernardino County — Solar permitting page,,https://lus.sbcounty.gov/building-safety-home/solar-permitting/,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
San Bernardino,06,CA,county,regulation,,,San Bernardino County - Solar Energy Development Standards,,https://www.solarqcgroup.com/solar-incentives/CA/5905/san-bernardino-county-solar-energy-development-standards,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,3.0,pending,,,
San Diego,06,CA,county,incentive,,,San Diego County - Green Building Program,,https://www.sandiegocounty.gov/content/sdc/pds/greenbuildings.html,,"Program-level record for a solar incentive available in California, categorized as Green Building Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,expired,,,720
San Diego,06,CA,unknown,permit,,,San Diego County — Solar permitting page,,https://www.sandiegocounty.gov/content/sdc/pds/bldg/Solar.html,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
San Diego,06,CA,county,regulation,,,San Diego County - Design Standards for County Facilities,,https://www.solarqcgroup.com/solar-incentives/CA/4923/san-diego-county-design-standards-for-county-facilities,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
San Diego,06,CA,county,regulation,,,San Diego County - Solar Zoning Regulations,,https://www.solarqcgroup.com/solar-incentives/CA/1109/san-diego-county-solar-zoning-regulations,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
San Francisco,06,CA,unknown,permit,,,San Francisco County — Building permits portal,,https://sf.gov/departments/department-building-inspection,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,1.0,pending,,,
San Joaquin,06,CA,unknown,permit,,,San Joaquin County — Solar permitting page,,https://www.sjgov.org/community_development/building/permits/solar,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
San Luis Obispo,06,CA,unknown,permit,,,San Luis Obispo County — Building permits portal,,https://www.slocounty.ca.gov/Departments/Planning-Building/Building.aspx,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
San Mateo,06,CA,unknown,permit,,,San Mateo County — Solar permitting page,,https://www.smcgov.org/planning/solar-permits,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
Santa Barbara,06,CA,unknown,permit,,,Santa Barbara County — Building permits portal,,https://www.countyofsb.org/168/Building-Safety,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,active,,,
Santa Clara,06,CA,unknown,permit,,,Santa Clara County — Building permits portal,,https://www.sccgov.org/sites/dpd/Development/Building,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Santa Clara,06,CA,unknown,permit,,,Santa Clara County planning source,,https://planning.sccgov.org/,,"Official permitting or permitting-adjacent source for Local jurisdiction. Typically includes permit pathways, agency jurisdiction, application guidance, compliance requirements, and supporting permitting references relevant to solar or water-adjacent infrastructure.",,,,,error,,,
Santa Clara,06,CA,unknown,permit,,,Santa Clara County Roads and Airports source,,https://roads.sccgov.org/,,"Official permitting or permitting-adjacent source for Local jurisdiction. Typically includes permit pathways, agency jurisdiction, application guidance, compliance requirements, and supporting permitting references relevant to solar or water-adjacent infrastructure.",,,,,error,,,
Santa Clara,06,CA,county,regulation,,,Santa Clara County - Green Building Policy for County Government Buildings,,https://www.solarqcgroup.com/solar-incentives/CA/4981/santa-clara-county-green-building-policy-for-county-government-buildings,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,02/22/2006,,
Santa Clara,06,CA,county,regulation,,,Santa Clara County - Zoning Ordinance,,https://www.solarqcgroup.com/solar-incentives/CA/4973/santa-clara-county-zoning-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
Shasta,06,CA,unknown,permit,,,Shasta County — Solar permitting page,,https://www.shastacounty.gov/building/page/solar-pv-permits,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
Siskiyou,06,CA,unknown,permit,,,Siskiyou County — Building permits portal,,https://www.co.siskiyou.ca.us/building,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,active,,,70
Solano,06,CA,unknown,permit,,,Solano County — Building permits portal,,https://www.solanocounty.com/depts/rm/building/,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Sonoma,06,CA,county,incentive,,,Sonoma County Energy Independence Program (SCEIP),,https://sonomacountyenergy.org/financing,,"Program-level record for a solar incentive available in California, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
Sonoma,06,CA,unknown,permit,,,Sonoma County — Solar permitting page,,https://permitsonoma.org/Divisions/Engineering-and-Construction/Building/Solar-Permits,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
Stanislaus,06,CA,unknown,permit,,,Stanislaus County — Building permits portal,,https://www.stancounty.com/planning/building/,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Sutter,06,CA,unknown,permit,,,Sutter County — Building permits portal,,https://www.suttercounty.org/government/county-departments/development-services/building-services,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,pending,,,
Tehama,06,CA,unknown,permit,,,Tehama County — Building permits portal,,https://www.co.tehama.ca.us/government/departments/building-safety/,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Tulare,06,CA,unknown,permit,,,Tulare County — Building permits portal,,https://tularecounty.ca.gov/rma/index.cfm/planning-building/building-services-division/,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Tuolumne,06,CA,unknown,permit,,,Tuolumne County — Building permits portal,,https://www.tuolumnecounty.ca.gov/167/Building-Safety-Division,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Ventura,06,CA,unknown,permit,,,Ventura County — Solar permitting page,,https://vcrma.org/en/residential-solar,,"County-maintained solar PV permitting guidance page. Often includes solar checklists, standard plan requirements, expedited processing guidance, common corrections, and links to submit permits online.",,,,,error,,,
Yolo,06,CA,unknown,permit,,,Yolo County — Building permits portal,,https://www.yolocounty.org/government/general-government-departments/community-services/building-inspection,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,error,,,
Yuba,06,CA,unknown,permit,,,Yuba County — Building permits portal,,https://www.yuba.org/departments/community_development/building_department/index.php,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,,active,,,
,08,CO,state,incentive,,,Xcel Energy - Residential Energy Efficiency Financing,,https://programs.dsireusa.org/system/program/CO,,"Program-level record for a solar incentive available in Colorado, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,expired,,,
,08,CO,state,incentive,,,Local Option - Sales and Use Tax Exemption for Renewable Energy Systems,,https://tax.colorado.gov/sites/tax/files/documents/SUTT_Renewable_Energy_Components_Sep_2021.pdf,,"Program-level record for a solar incentive available in Colorado, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,1.0,active,,,
,08,CO,state,incentive,,,Sales and Use Tax Exemption for Renewable Energy Equipment,,https://tax.colorado.gov/sites/tax/files/documents/SUTT_Renewable_Energy_Components_Sep_2021.pdf,,"Program-level record for a solar incentive available in Colorado, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,1.0,active,,,
,08,CO,state,incentive,,,Xcel Energy - Solar*Rewards Program,,https://co.my.xcelenergy.com/s/renewable/solar-rewards,,"Program-level record for a solar incentive available in Colorado, categorized as Performance-Based Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,08,CO,state,incentive,,,C-PACE: Colorado Commercial Property Assessed Clean Energy,,https://coloradocpace.com/,,"Program-level record for a solar incentive available in Colorado, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,08,CO,state,incentive,,,Local Option - Property Tax Exemption for Renewable Energy Systems,,https://rebates.energy/tax-incentives/co/co49f-local-option-property-tax-exemption-for-renewable-energy-systems/,,"Program-level record for a solar incentive available in Colorado, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,City of Boulder - Solar Sales and Use Tax Rebate,,https://tax.colorado.gov/sites/tax/files/documents/SUTT_Renewable_Energy_Components_Sep_2021.pdf,,"Program-level record for a solar incentive available in Colorado, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,1.0,active,,,
,08,CO,state,incentive,,,Xcel Energy - Solar Rewards Program,,https://co.my.xcelenergy.com/s/renewable/solar-rewards,,"Program-level record for a solar incentive available in Colorado, categorized as Performance-Based Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,08,CO,state,incentive,,,San Miguel Power Association - Renewable Energy Rebate Program,,https://www.smpa.com/rebates/,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,Colorado Springs Utilities - Commercial Energy Efficiency Rebate Program,,https://www.csu.org/Pages/BusinessRebates.aspx,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,900.0,active,,,
,08,CO,state,incentive,,,Fort Collins Utilities - Home Efficiency Loan Program,,https://www.fcgov.com/utilities/residential/conserve/home-efficiency,,"Program-level record for a solar incentive available in Colorado, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,Renewable Energy Property Tax Assessment,,https://programs.dsireusa.org/system/program/CO,,"Program-level record for a solar incentive available in Colorado, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,expired,,,
,08,CO,state,incentive,,,Property Tax Exemption for Residential Renewable Energy Equipment,,https://programs.dsireusa.org/system/program/CO,,"Program-level record for a solar incentive available in Colorado, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,expired,,,
,08,CO,state,incentive,,,Roaring Fork Valley - Energy Smart Colorado Energy Efficiency Rebate Program,,https://energysmartcolorado.com/rebates/,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,Roaring Fork Valley - Energy Smart Colorado Renewable Energy Rebate Program,,https://energysmartcolorado.com/rebates/,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,City of Aspen - Rebate Program,,https://www.aspen.gov/149/Rebates,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,Residential Energy Upgrade (RENU) Loan Program,,https://www.renu.org/,,"Program-level record for a solar incentive available in Colorado, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,08,CO,state,incentive,,,Colorado Residential Energy Upgrade (RENU) Loan program,,https://www.renu.org/,,"Program-level record for a solar incentive available in Colorado, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,08,CO,state,incentive,,,City of Boulder - Solar Grant Program,,https://bouldercolorado.gov/services/climate-action-rebates-and-incentives,,"Program-level record for a solar incentive available in Colorado, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,Green Colorado Credit Reserve,,https://greencoloradocreditreserve.com/,,"Program-level record for a solar incentive available in Colorado, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,Holy Cross Energy - Renewable Energy Rebate Program,,https://www.holycross.com/rebates,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,08,CO,state,incentive,,,Black Hills Energy - Solar Power Program,,https://www.blackhillsenergy.com/renewable-energy/solar-power-program,,"Program-level record for a solar incentive available in Colorado, categorized as Performance-Based Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,08,CO,state,incentive,,,City and County of Denver - Elevations Energy Loans,,https://programs.dsireusa.org/system/program/CO,,"Program-level record for a solar incentive available in Colorado, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,expired,,,
,08,CO,state,incentive,,,State incentives overview - CO,,https://programs.dsireusa.org/system/program/CO,,"Program-level record for a solar incentive available in Colorado. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,expired,,,
,08,CO,state,regulation,,,Solar Construction Permitting Standards,,https://www.solarqcgroup.com/solar-incentives/CO/2951/solar-construction-permitting-standards,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,500.0,expired,,,
,08,CO,state,regulation,,,Net Metering,,https://www.solarqcgroup.com/solar-incentives/CO/271/net-metering,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,12/15/2005,,
,08,CO,state,regulation,,,Fort Collins - Green Building Requirement for City-Owned Buildings,,https://www.solarqcgroup.com/solar-incentives/CO/2811/fort-collins-green-building-requirement-for-city-owned-buildings,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,9/5/2006,,
,08,CO,state,regulation,,,City of Denver - Green Building Requirement for City-Owned Buildings,,https://www.solarqcgroup.com/solar-incentives/CO/2912/city-of-denver-green-building-requirement-for-city-owned-buildings,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,10/24/2007,,
,08,CO,state,regulation,,,Greening of State Government,,https://www.solarqcgroup.com/solar-incentives/CO/1703/greening-of-state-government,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,447000000.0,amended,7/15/2005,,
,08,CO,state,regulation,,,City and County of Denver - Solar Panel Permitting,,https://www.solarqcgroup.com/solar-incentives/CO/5348/city-and-county-of-denver-solar-panel-permitting,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,50.0,pending,,,
,08,CO,state,regulation,,,Interconnection Standards,,https://www.solarqcgroup.com/solar-incentives/CO/1266/interconnection-standards,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,300000.0,pending,12/15/2005,,
,08,CO,state,regulation,,,Renewable Energy Standard,,https://www.solarqcgroup.com/solar-incentives/CO/133/renewable-energy-standard,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,11/02/2004,,
,08,CO,state,regulation,,,Colorado Solar/Wind Easements and Rights Law,,https://www.solarqcgroup.com/solar-incentives/CO/259/solar-wind-and-energy-efficiency-easements-and-rights-laws,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,05/29/2012,,
,08,CO,state,regulation,,,City of Boulder - Solar Access Ordinance,,https://www.solarqcgroup.com/solar-incentives/CO/438/city-of-boulder-solar-access-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,08,CO,state,regulation,,,Building Energy Code,,https://www.solarqcgroup.com/solar-incentives/CO/1881/building-energy-code,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Building Energy Code. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,08,CO,state,regulation,,,City of Boulder - Green Points Building Program,,https://www.solarqcgroup.com/solar-incentives/CO/380/city-of-boulder-green-points-building-program,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Building Energy Code. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
,08,CO,state,regulation,,,Mandatory Green Power Option for Large Municipal Utilities,,https://www.solarqcgroup.com/solar-incentives/CO/2480/mandatory-green-power-option-for-large-municipal-utilities,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Mandatory Utility Green Power Option. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,3/27/2007,,
,08,CO,state,regulation,,,Mandatory Photovoltaic System Cost Estimate,,https://www.solarqcgroup.com/solar-incentives/CO/260/mandatory-photovoltaic-system-cost-estimate,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Line Extension Analysis. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
Boulder,08,CO,county,incentive,,,Boulder County - EnergySmart Residential Energy Efficiency Rebate Program,,https://bouldercounty.gov/climate/energy-smart/,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,12.0,active,,,
Boulder,08,CO,county,incentive,,,Boulder County - Elevations Energy Loans,,https://bouldercounty.gov/climate/energy-smart/financing/,,"Program-level record for a solar incentive available in Colorado, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
Boulder,08,CO,county,incentive,,,Boulder County - Partners for a Clean Environment (PACE) rebates,,https://pacepartners.com/,,"Program-level record for a solar incentive available in Colorado, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,50000.0,active,,,
Pitkin,08,CO,county,regulation,,,City of Aspen and Pitkin County - Renewable Energy Mitigation Program,,https://www.solarqcgroup.com/solar-incentives/CO/423/city-of-aspen-and-pitkin-county-renewable-energy-mitigation-program,,"Jurisdiction-level solar policy or regulatory requirement in Colorado, categorized as Building Energy Code. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,12.0,expired,,,
,09,CT,state,incentive,,,Local Option - Commercial PACE Financing,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,09,CT,state,incentive,,,Sales and Use Tax Exemption for Solar and Geothermal Systems,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,09,CT,state,incentive,,,Local Option - Property Tax Exemption for Renewable Energy Systems,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,09,CT,state,incentive,,,Multifamily Navigator Pre-Development Energy Loan Program,,https://www.ctgreenbank.com/programs/multifamily/multifamily-navigator/,,"Program-level record for a solar incentive available in Connecticut, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,09,CT,state,incentive,,,Low-Income Multifamily Energy Loan Program,,https://www.ctgreenbank.com/programs/multifamily/,,"Program-level record for a solar incentive available in Connecticut, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,2.0,active,,,
,09,CT,state,incentive,,,Local Option - Residential Sustainable Energy Program,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,09,CT,state,incentive,,,Property Tax Exemption for Renewable Energy Systems,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,09,CT,state,incentive,,,Sales and Use Taxes for Items Used in Renewable Energy Industries,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut, categorized as Industry Recruitment/Support. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
